PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,512,F,H,0, B ,C,F,F,E,H,Desktop,I,0
970Evo,256,F,H,0, D ,D,B,J,E,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,I,E,E,Desktop,I,0
970Evo,256,E,H,0, D ,D,J,I,E,E,Desktop,I,0
970Evo,512,E,H,0, D ,C,I,H,E,E,Desktop,I,1
970Evo,512,F,H,0, D ,C,H,I,E,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,E,F,E,I,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,H,E,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,G,G,E,H,Desktop,I,1
970Evo,512,F,H,0, D ,D,I,I,E,F,Desktop,I,0
970Evo,256,F,I,0, D ,E,H,H,E,E,Desktop,I,0
970Evo,512,C,H,0, D ,D,H,I,E,E,Desktop,I,1
970Evo,1024,F,G,0, B ,C,D,I,E,H,Desktop,I,0
970Evo,512,B,I,0, D ,E,H,J,E,E,Desktop,J,1
970Evo,512,F,A,0, B ,A,F,A,E,H,Desktop,A,0
970Evo,1024,F,A,0, D ,A,F,B,E,E,Laptop,B,0
970Evo,1024,F,A,0, D ,A,G,D,E,F,Desktop,B,0
970Evo,512,F,B,0, B ,A,C,I,E,I,Desktop,B,0
970Evo,256,F,C,0, D ,A,D,C,E,E,Laptop,C,0
970Evo,1024,F,C,0, B ,A,F,F,E,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,E,I,Laptop,D,0
970Evo,512,F,D,0, B ,A,F,I,E,H,Desktop,E,1
970Evo,512,F,C,0, D ,A,D,H,E,E,Desktop,E,0
970Evo,1024,F,D,0, B ,A,E,F,E,H,Desktop,E,0
970Evo,512,F,E,0, D ,A,I,G,E,E,Desktop,E,0
970Evo,512,F,D,0, B ,A,G,G,E,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,F,E,I,Desktop,E,0
970Evo,1024,F,D,0, B ,A,F,H,E,I,Desktop,E,0
970Evo,256,F,F,0, D ,A,H,E,E,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,G,D,E,I,Desktop,E,0
970Evo,256,F,E,0, D ,A,I,D,E,F,Desktop,F,0
970Evo,1024,F,C,0, C ,A,F,F,E,G,Laptop,F,0
970Evo,1024,F,C,0, B ,A,H,D,E,H,Laptop,F,0
970Evo,512,F,E,0, D ,A,F,F,E,F,Desktop,F,0
970Evo,512,F,F,0, C ,A,F,D,E,G,Desktop,F,0
970Evo,1024,B,D,0, D ,A,I,J,E,E,Desktop,G,1
970Evo,1024,F,D,0, B ,A,E,F,E,H,Desktop,G,0
970Evo,256,F,G,0, D ,C,F,E,E,E,Laptop,G,0
970Evo,1024,F,D,0, B ,A,H,E,E,I,Desktop,G,0
970Evo,512,F,F,0, B ,B,F,D,E,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,D,H,E,H,Laptop,G,1
970Evo,1024,F,D,0, C ,A,H,G,E,G,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,E,E,E,Desktop,G,0
970Evo,1024,F,E,0, C ,A,E,H,E,G,Desktop,G,0
970Evo,1024,F,E,0, B ,A,E,F,E,I,Desktop,G,0
970Evo,512,F,G,0, D ,B,G,F,E,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,F,E,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,G,E,E,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,H,E,G,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,G,E,F,Desktop,H,0
970Evo,1024,F,E,0, C ,A,G,G,E,G,Laptop,H,0
970Evo,512,F,G,0, D ,B,G,I,E,E,Desktop,H,0
970Evo,512,B,F,0, D ,B,B,H,E,E,Laptop,H,1
970Evo,1024,F,F,0, C ,B,H,I,E,G,Desktop,H,0
970Evo,1024,A,F,0, C ,B,F,I,E,G,Desktop,H,1
970Evo,1024,F,F,0, C ,A,F,I,E,G,Laptop,H,0
970Evo,1024,F,F,0, B ,B,F,H,E,H,Desktop,I,0
970Evo,1024,F,H,0, B ,D,G,F,E,I,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,H,E,E,Desktop,I,0
970Evo,512,F,H,0, C ,D,B,I,E,G,Desktop,I,0
970Evo,512,F,I,0, D ,E,I,I,E,E,Desktop,J,0
970Evo,1024,F,I,0, B ,E,E,D,E,I,Laptop,J,0
970Evo,512,F,B,0, D ,A,F,B,E,E,Laptop,B,0
970Evo,512,F,B,0, B ,A,D,E,E,I,Desktop,B,0
970Evo,1024,F,B,0, B ,A,E,C,E,I,Desktop,C,0
970Evo,512,F,B,0, B ,A,C,D,E,I,Desktop,C,0
970Evo,512,F,C,0, D ,A,D,D,E,F,Desktop,C,0
970Evo,1024,F,B,0, D ,A,I,E,E,E,Desktop,C,0
970Evo,512,F,B,0, C ,A,E,C,E,G,Desktop,C,0
970Evo,1024,F,B,0, B ,A,C,B,E,I,Desktop,C,0
970Evo,1024,F,B,0, C ,A,G,B,E,G,Laptop,D,0
970Evo,1024,F,C,0, D ,A,I,C,E,E,Laptop,D,0
970Evo,1024,F,C,0, B ,A,D,E,E,I,Desktop,E,0
970Evo,512,F,C,0, B ,A,E,E,E,I,Desktop,E,0
970Evo,256,F,D,0, D ,A,F,D,E,E,Desktop,E,0
970Evo,512,C,D,0, B ,A,C,F,E,I,Desktop,E,1
970Evo,512,F,C,0, C ,A,E,F,E,G,Desktop,E,0
970Evo,512,F,D,0, B ,A,F,D,E,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,F,E,I,Desktop,E,0
970Evo,512,F,D,0, D ,A,H,E,E,E,Desktop,F,0
970Evo,512,F,E,0, C ,A,E,E,E,G,Desktop,F,0
970Evo,256,F,F,0, D ,B,H,D,E,E,Desktop,F,0
970Evo,1024,F,C,0, B ,A,G,E,E,I,Laptop,F,0
970Evo,512,F,D,0, B ,A,F,F,E,H,Desktop,F,0
970Evo,512,F,F,0, C ,A,G,H,E,G,Desktop,F,0
970Evo,1024,F,F,0, D ,B,F,D,E,F,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,E,E,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,H,G,E,I,Desktop,F,0
970Evo,1024,F,C,0, D ,A,G,E,E,F,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,G,E,I,Desktop,F,0
970Evo,512,F,D,0, C ,A,E,E,E,G,Desktop,F,0
970Evo,1024,F,D,0, B ,A,C,H,E,H,Desktop,G,1
970Evo,1024,F,D,0, D ,A,F,E,E,F,Desktop,G,0
970Evo,512,F,F,0, D ,A,G,F,E,F,Desktop,G,0
970Evo,512,B,E,0, D ,A,C,I,E,E,Laptop,G,1
970Evo,1024,F,D,0, C ,A,B,G,E,G,Desktop,G,1
970Evo,1024,F,D,0, B ,A,G,H,E,H,Desktop,G,1
970Evo,512,F,F,0, B ,B,H,G,E,H,Desktop,G,0
970Evo,2048,F,C,0, D ,A,I,H,E,E,Laptop,G,1
970Evo,512,F,G,0, B ,B,F,G,E,H,Desktop,H,0
970Evo,1024,F,E,0, B ,A,C,H,E,I,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,F,E,E,Laptop,H,0
970Evo,1024,F,E,0, D ,A,I,G,E,E,Laptop,H,0
970Evo,1024,F,F,0, C ,A,H,G,E,G,Desktop,H,0
970Evo,1024,F,F,0, B ,B,F,H,E,I,Desktop,H,0
970Evo,1024,F,F,0, C ,B,F,I,E,G,Desktop,H,0
970Evo,1024,F,F,0, B ,B,E,G,E,I,Desktop,H,0
970Evo,512,E,G,0, D ,C,F,I,E,E,Desktop,I,1
970Evo,1024,F,F,0, B ,B,B,H,E,H,Desktop,I,0
970Evo,512,F,H,0, D ,D,J,H,E,E,Laptop,I,1
970Evo,512,F,H,0, B ,D,G,I,E,H,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,H,E,E,Laptop,I,0
970Evo,512,F,H,0, B ,D,B,G,E,H,Desktop,I,0
970Evo,1024,F,H,0, C ,C,D,E,E,G,Desktop,I,0
970Evo,1024,F,G,0, C ,C,I,I,E,F,Desktop,I,1
970Evo,512,F,I,0, D ,E,H,I,E,E,Desktop,J,0
970Evo,512,A,I,9, D ,E,B,J,E,E,Desktop,J,1
970Evo,1024,F,A,0, B ,A,E,A,E,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,F,G,E,H,Desktop,B,0
970Evo,512,F,B,0, B ,A,D,D,E,H,Desktop,C,0
970Evo,256,F,C,0, C ,A,G,C,E,F,Desktop,C,0
970Evo,512,F,C,0, C ,A,C,B,E,G,Desktop,C,0
970Evo,512,F,C,0, A ,A,E,C,E,I,Desktop,D,0
970Evo,512,D,C,0, B ,A,C,E,E,H,Desktop,D,1
970Evo,1024,F,C,0, B ,A,E,F,E,H,Desktop,D,0
970Evo,1024,F,C,0, D ,A,H,D,E,E,Desktop,E,0
970Evo,1024,F,C,0, A ,A,F,D,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,B,E,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,C,C,E,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,E,D,E,H,Desktop,E,0
970Evo,1024,C,D,0, C ,A,C,F,E,G,Desktop,E,1
970Evo,512,F,E,0, C ,A,F,E,E,G,Desktop,E,0
970Evo,512,C,D,0, D ,A,C,H,E,F,Desktop,F,1
970Evo,1024,F,D,0, B ,A,F,E,E,I,Desktop,F,0
970Evo,512,F,E,0, C ,A,F,E,E,G,Desktop,F,0
970Evo,256,F,F,0, D ,B,F,G,E,E,Server,F,0
970Evo,512,F,G,0, B ,B,E,F,E,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,H,E,H,Desktop,F,0
970Evo,2048,F,C,0, D ,A,D,G,E,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,F,E,E,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,D,D,E,H,Desktop,F,1
970Evo,512,C,E,0, B ,A,F,G,E,H,Desktop,F,0
970Evo,1024,C,C,0, C ,A,C,G,E,G,Desktop,F,1
970Evo,1024,F,C,0, B ,A,G,G,E,H,Desktop,F,0
970Evo,256,F,G,0, D ,B,E,G,E,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,G,E,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,I,E,E,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,E,E,H,Desktop,G,0
970Evo,1024,F,E,0, B ,A,D,H,E,I,Desktop,G,0
970Evo,1024,F,E,0, D ,A,H,I,E,F,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,E,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,E,E,Laptop,H,0
970Evo,512,F,F,0, D ,B,H,H,E,F,Desktop,H,0
970Evo,2048,A,D,0, D ,A,B,J,E,E,Desktop,H,1
970Evo,512,F,F,0, D ,B,E,H,E,F,Desktop,H,0
970Evo,512,F,G,0, B ,C,G,G,E,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,I,E,F,Desktop,H,0
970Evo,1024,F,F,0, D ,A,I,G,E,F,Desktop,H,0
970Evo,512,F,G,0, D ,C,H,H,E,E,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,G,E,E,Laptop,I,0
970Evo,512,D,G,0, D ,C,E,I,E,E,Desktop,I,1
970Evo,1024,F,G,0, D ,B,I,H,E,F,Desktop,I,0
970Evo,512,F,H,0, D ,C,H,G,E,F,Desktop,I,0
970Evo,1024,F,G,0, B ,B,C,G,E,I,Laptop,I,0
970Evo,512,F,G,0, C ,C,G,F,E,G,Desktop,I,0
970Evo,256,F,I,0, D ,E,B,H,E,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,D,I,E,I,Desktop,I,0
970Evo,512,F,I,0, D ,E,H,G,E,E,Laptop,J,0
970Evo,512,F,B,0, C ,A,G,G,E,G,Desktop,C,0
970Evo,512,F,C,0, D ,A,F,B,E,F,Laptop,D,0
970Evo,512,F,C,0, D ,A,I,E,E,E,Desktop,D,0
970Evo,512,F,C,0, B ,A,B,E,E,I,Desktop,D,0
970Evo,512,F,D,0, C ,A,D,J,E,G,Desktop,D,0
970Evo,256,F,E,0, C ,A,E,C,E,F,Laptop,D,0
970Evo,512,F,D,0, D ,A,G,D,E,E,Laptop,E,0
970Evo,512,F,D,0, B ,A,B,I,E,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,E,E,I,Desktop,E,0
970Evo,256,F,F,0, D ,A,G,E,E,E,Desktop,E,0
970Evo,1024,F,C,0, B ,A,F,F,E,H,Desktop,E,0
970Evo,1024,F,C,0, D ,A,H,D,E,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,G,D,E,I,Laptop,F,0
970Evo,512,F,E,0, B ,A,D,I,E,H,Desktop,F,1
970Evo,1024,F,D,0, B ,A,F,G,E,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,I,F,E,I,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,F,E,E,Laptop,F,0
970Evo,512,F,E,0, B ,A,E,G,E,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,F,F,E,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,F,F,E,H,Desktop,F,0
970Evo,512,F,E,0, B ,A,B,G,E,H,Desktop,G,1
970Evo,512,F,E,0, B ,A,E,H,E,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,F,E,E,F,Desktop,G,0
970Evo,256,D,G,0, D ,B,G,I,E,E,Desktop,G,0
970Evo,512,C,F,0, B ,A,G,H,E,H,Desktop,G,1
970Evo,512,F,F,0, D ,B,I,D,E,F,Laptop,G,0
970Evo,256,F,G,0, D ,C,F,I,E,E,Desktop,G,0
970Evo,512,F,F,0, D ,B,E,G,E,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,F,F,E,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,G,E,H,Desktop,H,1
970Evo,512,F,G,0, C ,B,J,E,E,G,Laptop,H,0
970Evo,512,F,F,0, D ,B,I,F,E,E,Laptop,H,0
970Evo,1024,F,F,0, B ,A,G,G,E,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,H,E,F,Desktop,H,0
970Evo,512,B,G,0, C ,B,D,J,E,G,Desktop,H,1
970Evo,512,F,E,0, D ,A,F,G,E,E,Laptop,H,0
970Evo,512,E,G,0, B ,B,G,H,E,H,Desktop,H,0
970Evo,1024,F,E,0, B ,A,I,I,E,H,Desktop,H,0
970Evo,1024,F,E,0, C ,A,I,G,E,G,Desktop,H,0
970Evo,1024,F,F,0, C ,B,H,E,E,G,Desktop,H,0
970Evo,512,B,G,0, D ,B,G,I,E,F,Desktop,I,1
970Evo,256,F,H,0, D ,D,I,G,E,E,Server,I,0
970Evo,512,F,G,0, D ,C,D,I,E,E,Desktop,I,0
970Evo,512,C,G,0, D ,C,I,H,E,F,Desktop,I,0
970Evo,512,B,H,0, D ,C,J,H,E,E,Desktop,I,1
970Evo,512,F,H,0, C ,C,I,H,E,F,Laptop,I,0
970Evo,1024,D,H,0, B ,D,F,H,E,H,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,E,E,Desktop,I,0
970Evo,1024,F,G,0, B ,C,G,H,E,H,Desktop,I,0
970Evo,1024,F,A,0, B ,A,D,D,F,I,Desktop,B,0
970Evo,512,F,B,0, D ,A,F,B,F,E,Laptop,B,0
970Evo,1024,F,A,0, D ,A,G,C,F,F,Desktop,B,0
970Evo,1024,F,B,0, B ,A,G,C,F,H,Desktop,C,0
970Evo,512,F,C,0, C ,A,E,C,F,G,Desktop,C,0
970Evo,512,F,D,0, D ,A,G,C,F,E,Desktop,D,0
970Evo,512,F,D,0, C ,A,F,C,F,G,Desktop,E,0
970Evo,256,F,E,0, D ,A,H,E,F,E,Laptop,E,0
970Evo,1024,F,D,0, B ,A,F,D,F,H,Desktop,E,0
970Evo,256,F,E,0, D ,A,G,E,F,F,Laptop,E,0
970Evo,1024,F,D,0, B ,A,E,C,F,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,B,D,F,I,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,G,F,H,Laptop,F,0
970Evo,256,F,F,0, D ,B,J,E,F,E,Desktop,F,0
970Evo,1024,F,D,0, C ,A,F,I,F,G,Desktop,F,0
970Evo,1024,F,D,0, B ,A,G,F,F,I,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,G,F,E,Laptop,F,0
970Evo,512,F,E,0, B ,A,G,H,F,I,Desktop,F,0
970Evo,256,F,G,0, C ,B,G,F,F,F,Desktop,G,0
970Evo,512,F,E,0, B ,A,H,F,F,H,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,G,F,E,Laptop,G,0
970Evo,256,F,G,0, D ,B,G,E,F,E,Desktop,G,0
970Evo,256,F,G,0, D ,B,I,E,F,E,Laptop,G,0
970Evo,512,F,E,0, B ,A,H,E,F,I,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,E,F,E,Laptop,G,0
970Evo,1024,F,D,0, B ,A,G,H,F,H,Desktop,G,0
970Evo,512,F,F,0, C ,B,H,H,F,G,Desktop,G,0
970Evo,512,F,G,0, D ,B,E,C,F,F,Laptop,G,0
970Evo,512,F,F,0, D ,B,C,H,F,F,Desktop,H,0
970Evo,512,F,F,0, D ,B,F,F,F,E,Desktop,H,0
970Evo,1024,F,E,0, C ,A,H,D,F,G,Desktop,H,0
970Evo,2048,D,D,0, D ,A,H,E,F,E,Laptop,H,1
970Evo,512,E,F,0, D ,B,D,I,F,E,Desktop,H,1
970Evo,512,C,G,0, D ,C,H,H,F,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,C,H,F,F,Laptop,H,0
970Evo,512,F,G,0, B ,B,G,F,F,I,Desktop,H,0
970Evo,512,F,G,0, D ,B,F,H,F,E,Desktop,H,0
970Evo,256,D,I,0, D ,E,B,I,F,E,Desktop,I,0
970Evo,512,F,G,0, D ,C,J,H,F,E,Desktop,I,0
970Evo,512,F,H,0, D ,C,I,I,F,F,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,H,F,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,F,F,Desktop,I,0
970Evo,1024,F,G,0, D ,C,H,I,F,F,Desktop,I,0
970Evo,1024,A,G,0, D ,B,D,I,F,E,Desktop,I,1
970Evo,2048,A,F,0, D ,B,H,I,F,E,Laptop,I,1
970Evo,1024,F,H,0, D ,C,H,I,F,E,Desktop,I,0
970Evo,512,F,G,0, D ,B,B,I,F,E,Desktop,I,1
970Evo,1024,F,H,0, D ,D,J,G,F,E,Desktop,J,0
970Evo,1024,F,H,0, B ,D,C,I,F,I,Desktop,J,0
970Evo,256,F,I,0, D ,E,H,I,F,E,Desktop,J,0
970Evo,1024,F,H,0, B ,D,G,H,F,H,Desktop,J,0
970Evo,512,F,B,0, B ,A,D,B,F,I,Desktop,B,0
970Evo,512,F,B,0, D ,A,H,B,F,E,Desktop,C,0
970Evo,512,F,B,0, B ,A,C,C,F,I,Laptop,C,0
970Evo,1024,F,B,0, B ,A,F,B,F,H,Desktop,C,0
970Evo,512,F,C,0, B ,A,F,C,F,H,Laptop,D,0
970Evo,512,F,C,0, B ,A,F,D,F,I,Laptop,D,0
970Evo,512,F,C,0, D ,A,J,D,F,E,Desktop,D,0
970Evo,256,F,F,0, D ,A,J,C,F,E,Desktop,D,1
970Evo,512,F,D,0, D ,A,I,E,F,E,Laptop,E,0
970Evo,512,F,D,0, D ,A,H,E,F,E,Desktop,E,0
970Evo,512,F,D,0, D ,A,D,C,F,E,Desktop,E,0
970Evo,1024,F,C,0, D ,A,E,C,F,E,Desktop,E,0
970Evo,1024,F,D,0, B ,A,E,D,F,I,Laptop,E,0
970Evo,1024,F,C,0, B ,A,B,G,F,I,Desktop,F,0
970Evo,256,F,F,0, D ,B,F,F,F,E,Laptop,F,0
970Evo,512,F,E,0, D ,A,C,I,F,F,Laptop,F,0
970Evo,512,F,E,0, D ,A,I,E,F,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,F,F,H,Desktop,F,0
970Evo,1024,F,D,0, C ,A,G,E,F,G,Laptop,F,0
970Evo,512,F,E,0, B ,A,F,G,F,H,Desktop,F,0
970Evo,1024,F,D,0, B ,A,E,H,F,I,Desktop,F,0
970Evo,1024,F,D,0, D ,A,G,G,F,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,H,F,H,Desktop,G,0
970Evo,512,F,E,0, B ,A,C,I,F,H,Desktop,G,0
970Evo,1024,F,D,0, B ,A,E,C,F,H,Laptop,G,0
970Evo,512,F,F,0, B ,B,G,F,F,I,Desktop,G,0
970Evo,512,F,F,0, C ,A,H,G,F,G,Desktop,G,0
970Evo,1024,F,D,0, B ,A,G,F,F,H,Laptop,G,0
970Evo,512,F,F,0, D ,B,I,H,F,E,Desktop,G,1
970Evo,512,E,G,0, D ,B,H,G,F,F,Desktop,G,1
970Evo,512,F,G,0, D ,B,G,H,F,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,H,I,F,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,F,F,F,Desktop,H,0
970Evo,1024,F,F,0, B ,B,C,I,F,H,Laptop,I,1
970Evo,512,F,G,0, D ,C,H,H,F,E,Desktop,I,0
970Evo,1024,F,F,0, C ,A,H,I,F,G,Desktop,I,1
970Evo,256,B,I,0, D ,E,B,J,F,F,Desktop,I,1
970Evo,256,F,I,0, D ,E,C,J,F,F,Desktop,I,0
970Evo,1024,F,F,0, B ,B,G,G,F,I,Desktop,I,0
970Evo,512,A,H,0, D ,D,B,J,F,E,Desktop,I,1
970Evo,1024,C,G,0, D ,C,F,I,F,E,Desktop,I,1
970Evo,1024,F,H,0, C ,D,G,I,F,G,Desktop,J,0
970Evo,512,F,I,0, D ,E,B,J,F,F,Desktop,J,0
970Evo,1024,F,A,0, B ,A,D,A,F,H,Desktop,A,0
970Evo,512,F,A,0, C ,A,C,B,F,G,Desktop,B,0
970Evo,512,F,B,0, B ,A,H,C,F,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,G,D,F,H,Laptop,C,0
970Evo,1024,F,B,0, B ,A,D,E,F,I,Desktop,C,0
970Evo,1024,F,B,0, A ,A,D,B,F,I,Desktop,C,0
970Evo,512,F,C,0, B ,A,E,D,F,H,Desktop,D,0
970Evo,1024,F,E,0, B ,A,F,B,F,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,C,F,H,Desktop,D,1
970Evo,1024,F,C,0, B ,A,E,C,F,I,Desktop,E,0
970Evo,512,F,C,0, B ,A,E,E,F,H,Desktop,E,0
970Evo,256,F,E,0, D ,A,E,C,F,E,Laptop,E,0
970Evo,1024,F,D,0, B ,A,E,C,F,I,Desktop,E,0
970Evo,512,F,D,0, B ,A,E,F,F,I,Desktop,E,0
970Evo,1024,F,C,0, B ,A,E,I,F,H,Desktop,E,0
970Evo,1024,F,C,0, B ,A,E,E,F,I,Desktop,E,0
970Evo,512,F,D,0, D ,A,F,D,F,E,Desktop,E,0
970Evo,512,F,E,0, D ,A,E,C,F,F,Desktop,F,0
970Evo,512,F,D,0, B ,A,G,G,F,I,Desktop,F,0
970Evo,1024,F,F,0, D ,B,B,J,F,F,Desktop,F,0
970Evo,1024,F,D,0, C ,A,E,F,F,G,Desktop,F,0
970Evo,1024,F,C,0, B ,A,E,E,F,I,Laptop,F,0
970Evo,256,F,F,0, D ,B,I,E,F,E,Desktop,F,0
970Evo,1024,F,C,0, B ,A,G,F,F,I,Desktop,F,0
970Evo,256,E,F,0, C ,B,G,F,F,F,Desktop,F,1
970Evo,1024,C,D,0, B ,A,C,I,F,H,Laptop,F,1
970Evo,512,F,F,0, B ,A,G,E,F,H,Desktop,F,0
970Evo,512,F,F,0, B ,A,G,E,F,I,Desktop,F,0
970Evo,512,F,F,0, D ,A,I,E,F,E,Laptop,G,1
970Evo,256,F,G,0, D ,C,H,G,F,E,Desktop,G,0
970Evo,1024,F,D,0, B ,A,C,C,F,I,Laptop,G,0
970Evo,1024,F,E,0, B ,A,F,D,F,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,E,F,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,E,F,E,Desktop,G,0
970Evo,256,F,H,0, D ,C,H,G,F,E,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,F,F,F,Laptop,G,0
970Evo,1024,F,E,0, B ,A,F,F,F,I,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,G,F,H,Server,G,0
970Evo,256,F,H,0, D ,D,H,H,F,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,D,F,F,Desktop,H,0
970Evo,1024,F,F,0, C ,A,G,F,F,F,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,H,F,E,Desktop,I,0
970Evo,512,D,F,0, D ,B,J,G,F,E,Desktop,I,0
970Evo,512,F,G,0, D ,C,I,H,F,F,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,G,F,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,F,E,Desktop,I,0
970Evo,512,E,H,0, D ,D,H,I,F,E,Desktop,I,0
970Evo,2048,A,E,9, C ,B,H,I,F,F,Desktop,I,1
970Evo,2048,A,F,0, D ,B,H,I,F,F,Desktop,I,1
970Evo,1024,F,H,0, D ,C,G,I,F,F,Desktop,J,0
970Evo,1024,B,H,0, D ,D,B,J,F,E,Server,J,0
970Evo,512,F,A,0, B ,A,B,D,F,H,Desktop,B,0
970Evo,512,F,C,0, B ,A,F,F,F,I,Desktop,C,0
970Evo,1024,F,B,0, B ,A,C,E,F,H,Desktop,D,0
970Evo,1024,F,C,0, B ,A,F,C,F,I,Desktop,D,0
970Evo,1024,F,C,0, B ,A,D,D,F,H,Desktop,D,0
970Evo,512,F,D,0, B ,A,D,E,F,I,Desktop,E,0
970Evo,256,F,F,0, D ,A,H,G,F,E,Desktop,E,0
970Evo,512,F,D,0, D ,A,F,E,F,F,Laptop,E,0
970Evo,1024,F,C,0, B ,A,F,D,F,I,Laptop,E,1
970Evo,512,F,D,0, D ,A,I,E,F,E,Desktop,E,0
970Evo,512,F,F,0, D ,A,H,E,F,E,Laptop,F,0
970Evo,1024,F,C,0, C ,A,G,E,F,G,Desktop,F,0
970Evo,1024,F,D,0, C ,A,F,F,F,G,Laptop,F,0
970Evo,512,F,E,0, D ,A,H,E,F,E,Laptop,F,0
970Evo,1024,F,D,0, B ,A,E,F,F,H,Desktop,F,0
970Evo,256,F,G,0, D ,B,G,E,F,F,Laptop,G,0
970Evo,512,F,E,0, D ,A,H,E,F,E,Desktop,G,0
970Evo,1024,F,D,0, C ,A,I,F,F,G,Desktop,G,0
970Evo,256,F,G,0, D ,C,G,E,F,E,Desktop,G,0
970Evo,512,E,F,0, D ,A,J,G,F,E,Laptop,G,1
970Evo,256,F,G,0, D ,C,H,H,F,E,Desktop,G,0
970Evo,1024,F,E,0, C ,A,C,H,F,G,Server,G,0
970Evo,512,F,G,0, C ,B,H,G,F,G,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,H,F,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,H,F,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,B,I,F,H,Desktop,H,0
970Evo,1024,F,E,0, B ,A,F,G,F,H,Server,H,0
970Evo,256,F,H,0, D ,D,I,I,F,E,Laptop,I,0
970Evo,512,F,G,0, D ,C,H,I,F,E,Desktop,I,0
970Evo,512,F,G,0, B ,C,C,G,F,I,Desktop,I,0
